weight_lbs,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_17
45,-15.41,-20.54,-24.45,-29.25,-36.83,-44.46,-46.55,-103.86,-103.86
46,-15.81,-20.75,-25.23,-29.8,-37.8,-44.94,-47.79,-105.86,-105.86
47,-15.82,-21.22,-25.64,-30.01,-38.31,-45.81,-48.56,-107.89,-107.89
48,-15.82,-21.22,-25.93,-31.1,-38.88,-46.23,-49.33,-109.74,-109.74
49,-15.83,-21.23,-25.94,-31.1,-39.18,-47.16,-49.62,-111.62,-111.62
50,-15.83,-21.23,-28.09,-31.13,-39.51,-47.57,-50.31,-113.49,-113.49
51,-15.84,-21.24,-26.08,-31.28,-40.01,-48.16,-51.47,-116.45,-116.45
52,-15.85,-21.25,-26.09,-31.3,-40.01,-48.17,-51.48,-116.69,-116.69
53,-15.85,-21.25,-26.1,-31.61,-40.02,-48.18,-51.98,-118.46,-118.46
54,-15.86,-21.26,-26.14,-31.66,-40.03,-48.18,-51.99,-120.13,-120.13
55,-15.86,-21.27,-26.15,-31.67,-40.04,-48.19,-52.0,-121.75,-121.75
56,-15.87,-21.28,-26.15,-31.67,-40.05,-48.2,-52.65,-123.39,-123.39
57,-16.16,-21.39,-26.16,-32.62,-40.06,-48.21,-53.18,-125.09,-125.09
58,-16.17,-21.39,-28.19,-32.64,-40.07,-48.22,-53.65,-126.73,-126.73
59,-16.18,-21.41,-26.35,-32.65,-40.35,-48.23,-54.54,-128.65,-128.65
60,-16.62,-22.24,-26.8,-33.81,-41.1,-48.4,-54.87,-130.66,-130.66
61,-16.63,-22.3,-27.07,-33.89,-41.1,-48.41,-54.88,-132.27,-132.27
62,-17.31,-23.89,-27.5,-34.84,-41.73,-49.15,-55.55,-134.44,-134.44
63,-17.32,-23.9,-27.77,-34.86,-42.02,-49.55,-55.88,-136.65,-136.65
64,-17.78,-23.91,-28.23,-34.87,-42.32,-49.56,-56.23,-138.92,-138.92
65,-17.97,-24.55,-28.23,-34.87,-42.69,-49.68,-56.32,-141.19,-141.19
66,-18.07,-24.79,-28.24,-34.88,-42.72,-49.83,-56.56,-143.37,-143.37
67,-18.07,-24.8,-28.24,-34.95,-43.05,-50.07,-57.09,-145.55,-145.55
68,-18.28,-25.25,-29.95,-35.74,-43.69,-50.83,-57.1,-147.65,-147.65
69,-18.66,-25.5,-30.25,-35.99,-43.92,-50.84,-57.4,-149.79,-149.79
70,-18.74,-25.85,-30.91,-37.73,-44.79,-50.85,-57.89,-152.94,-152.94
71,-25.45,-32.94,-38.18,-46.79,-55.4,-62.88,-75.24,-155.29,-155.29
